ID,TEMPORADA,NOM_INCEN,CAUSA,SUPERFICIE,CODREG,CODPROV,CODCOM,REGION,COMUNA,PROVINCIA,FECHA_INI,FECHA_TER,SHAPE_Leng,SHAPE_Area
104,2016-2017,803_RUTA LAS PALMAS,2.1.11. Otros intencionales no clasificados,450,05,051,05101,Región de Valparaíso,Valparaíso,Valparaíso,"""2017-03-12T00:00:00.000Z""","""2017-03-17T00:00:00.000Z""",34837.625842,4438677.14084
105,2016-2017,425_RINCONADA,1.7.1. Uso de fuego por transeúntes,500,08,084,08402,Región del Biobío,Bulnes,Ñuble,"""2017-01-19T00:00:00.000Z""","""2017-02-16T00:00:00.000Z""",20309.6699818,5934976.13603
106,2016-2017,449_RELBUN,1.9.1. Corte de cable eléctrico por caída de rama (excepto por faena forestal),200,08,084,08410,Región del Biobío,Pemuco,Ñuble,"""2017-01-21T00:00:00.000Z""","""2017-02-03T00:00:00.000Z""",11673.4464917,1999666.67781
107,2016-2017,174_QUETRE,1.10.6. Otras actividades no clasificados (cocción de ladrillo),392,09,091,09106,Región de La Araucanía,Galvarino,Cautín,"""2017-01-26T00:00:00.000Z""","""2017-02-03T00:00:00.000Z""",11268.4047763,3929933.32531
108,2016-2017,124_QUERONQUE,2.1.1. Pirómano (insano mental que disfruta del fuego),338,05,058,05802,Región de Valparaíso,Limache,Margamarga,"""2016-11-03T00:00:00.000Z""","""2016-11-07T00:00:00.000Z""",37705.6380097,3377707.04273
109,2016-2017,485_PARCELA REGIMIENTO MAIPO,2.1.11. Otros intencionales no clasificados,270,05,051,05101,Región de Valparaíso,Valparaíso,Valparaíso,"""2017-01-02T00:00:00.000Z""","""2017-02-24T00:00:00.000Z""",16388.9082302,2698809.00953
110,2016-2017,451_MANQUECUEL V,1.1.7. Rebrote de quema legal en habilitación de terreno forestal,350,08,083,08305,Región del Biobío,Mulchén,Biobío,"""2017-01-21T00:00:00.000Z""","""2017-02-03T00:00:00.000Z""",12206.7204641,3505106.23054
111,2016-2017,447_MANANTIALES,1.9.4. Corte de cable por otro accidente o acción no clasificada,302,07,074,07406,Región del Maule,San Javier,Linares,"""2017-01-27T00:00:00.000Z""","""2017-03-27T00:00:00.000Z""",20608.6665167,3022581.10561
118,2016-2017,145_LO ECHEVERS,1.8.1. Quema de basuras  desechos vegetales u otros no clasificados (distintos de vertederos o basurales autorizados),203,13,133,13302,Región Metropolitana de Santiago,Lampa,Chacabuco,"""2016-12-07T00:00:00.000Z""","""2016-12-07T00:00:00.000Z""",7517.81051126,2031036.55923
119,2016-2017,220_LAS BANDURRIAS,1.7.1. Uso de fuego por transeúntes,300,05,053,05304,Región de Valparaíso,San Esteban,Los Andes,"""2016-11-17T00:00:00.000Z""","""2016-11-20T00:00:00.000Z""",11280.2272049,2999256.46336
120,2016-2017,154_LA ESPERANZA,1.1.22. Otros incendios por faenas forestales no clasificadas,252.01,09,092,09202,Región de La Araucanía,Collipulli,Malleco,"""2017-01-21T00:00:00.000Z""","""2017-01-23T00:00:00.000Z""",3801.43620893,742452.460538
112,2016-2017,96_MALLARAUCO,1.7.1. Uso de fuego por transeúntes,468.5,13,135,13503,Región Metropolitana de Santiago,Curacaví,Melipilla,"""2016-11-18T00:00:00.000Z""","""2016-11-22T00:00:00.000Z""",10736.0831882,4664573.10998
113,2016-2017,388_LOS MAITENES,1.7.1. Uso de fuego por transeúntes,232,05,051,05102,Región de Valparaíso,Casablanca,Valparaíso,"""2016-12-14T00:00:00.000Z""","""2016-12-23T00:00:00.000Z""",16618.2343541,2315968.29021
121,2016-2017,154_LA ESPERANZA,1.1.22. Otros incendios por faenas forestales no clasificadas,252.01,09,092,09202,Región de La Araucanía,Collipulli,Malleco,"""2017-01-21T00:00:00.000Z""","""2017-01-23T00:00:00.000Z""",7424.39194516,1779638.25592
122,2016-2017,151_HUEDQUE,1.7.1. Uso de fuego por transeúntes,200,07,072,07201,Región del Maule,Cauquenes,Cauquenes,"""2016-12-14T00:00:00.000Z""","""2016-12-25T00:00:00.000Z""",17494.4232251,11359339.6325
114,2016-2017,120_LOS MAITENES,1.10.5. Soldadura y montaje de estructuras varias (torres de alta tensión  oleoductos  etc.),500,13,135,13501,Región Metropolitana de Santiago,Melipilla,Melipilla,"""2016-11-27T00:00:00.000Z""","""2016-12-01T00:00:00.000Z""",17362.1853987,5004181.09934
115,2016-2017,87_LOS MAITENES 1,1.7.1. Uso de fuego por transeúntes,226,06,062,06204,Región del Libertador General Bernardo O'Higgins,Marchihue,Cardenal Caro,"""2016-12-17T00:00:00.000Z""","""2016-12-18T00:00:00.000Z""",10476.5270913,2262216.60591
123,2016-2017,595_FUNDO SANTA BLANCA,1.10.5. Soldadura y montaje de estructuras varias (torres de alta tensión  oleoductos  etc.),240,13,135,13505,Región Metropolitana de Santiago,San Pedro,Melipilla,"""2017-01-18T00:00:00.000Z""","""2017-01-22T00:00:00.000Z""",16058.7867393,2401718.41307
124,2016-2017,425_FUNDO MIRAMAR,1.7.1. Uso de fuego por transeúntes,345,05,056,05603,Región de Valparaíso,Cartagena,San Antonio,"""2016-12-21T00:00:00.000Z""","""2016-12-25T00:00:00.000Z""",14739.3772288,3455153.48469
125,2016-2017,276_FUNDO LA ESTRELLA,1.7.1. Uso de fuego por transeúntes,236.3,05,057,05703,Región de Valparaíso,Llaillay,San Felipe,"""2016-11-26T00:00:00.000Z""","""2016-11-30T00:00:00.000Z""",10451.7363793,2364199.82737
126,2016-2017,100_ESMERALDA,1.7.1. Uso de fuego por transeúntes,486,13,133,13301,Región Metropolitana de Santiago,Colina,Chacabuco,"""2016-11-18T00:00:00.000Z""","""2016-11-21T00:00:00.000Z""",15123.1577129,4860766.95412
127,2016-2017,299_EL TURCO,1.7.1. Uso de fuego por transeúntes,280,05,056,05603,Región de Valparaíso,Cartagena,San Antonio,"""2016-11-29T00:00:00.000Z""","""2016-12-02T00:00:00.000Z""",15788.4919771,2816100.67722
116,2016-2017,401_LOS ESCALONES DE CUNCUMEN,1.4.1. Uso de fuego para actividades recreativas en áreas no habilitadas  (excursionistas  paseantes  asados),361,13,135,13501,Región Metropolitana de Santiago,Melipilla,Melipilla,"""2016-12-18T00:00:00.000Z""","""2016-12-23T00:00:00.000Z""",12713.6302711,3609662.69976
128,2016-2017,224_EL TONEL,1.9.1. Corte de cable eléctrico por caída de rama (excepto por faena forestal),252,06,062,06203,Región del Libertador General Bernardo O'Higgins,Litueche,Cardenal Caro,"""2017-03-06T00:00:00.000Z""","""2017-03-09T00:00:00.000Z""",16273.3544685,2536466.11549
117,2016-2017,80_LOS CORRALES,1.10.4. Hábito de fumar,450,13,135,13501,Región Metropolitana de Santiago,Melipilla,Melipilla,"""2016-11-11T00:00:00.000Z""","""2016-11-14T00:00:00.000Z""",12556.4812964,4494156.37606
136,2016-2017,135_CORDON LAS PATAGUAS,1.7.1. Uso de fuego por transeúntes,200,05,054,05401,Región de Valparaíso,La Ligua,Petorca,"""2016-11-03T00:00:00.000Z""","""2016-11-08T00:00:00.000Z""",13251.9459256,1997846.78518
137,2016-2017,568_COLLIGUAY - PARRAO,1.7.1. Uso de fuego por transeúntes,260,05,058,05801,Región de Valparaíso,Quilpué,Margamarga,"""2017-01-14T00:00:00.000Z""","""2017-01-21T00:00:00.000Z""",17147.7434052,2598987.03876
129,2016-2017,23_EL TOCO,1.7.1. Uso de fuego por transeúntes,223,06,061,06113,Región del Libertador General Bernardo O'Higgins,Pichidegua,Cachapoal,"""2016-11-14T00:00:00.000Z""","""2016-11-18T00:00:00.000Z""",6265.16235747,1326319.79475
130,2016-2017,288_EL RESPLANDOR,1.10.5. Soldadura y montaje de estructuras varias (torres de alta tensión  oleoductos  etc.),269.5,13,133,13302,Región Metropolitana de Santiago,Lampa,Chacabuco,"""2017-01-24T00:00:00.000Z""","""2017-01-25T00:00:00.000Z""",9722.35051377,2694943.45856
131,2016-2017,311_EL DURAZNO,1.7.1. Uso de fuego por transeúntes,283,13,135,13502,Región Metropolitana de Santiago,Alhué,Melipilla,"""2017-02-12T00:00:00.000Z""","""2017-02-16T00:00:00.000Z""",8936.7723692,2748431.0345
132,2016-2017,133_EL CULENAR,1.10.1. Maniobras militares,243,07,073,07307,Región del Maule,Sagrada Familia,Curicó,"""2016-12-13T00:00:00.000Z""","""2016-12-16T00:00:00.000Z""",7567.81056924,2430671.81233
133,2016-2017,432_EL BOCHINCHE,1.7.1. Uso de fuego por transeúntes,254,05,056,05602,Región de Valparaíso,Algarrobo,San Antonio,"""2016-12-21T00:00:00.000Z""","""2016-12-27T00:00:00.000Z""",11679.8181398,2536543.28766
134,2016-2017,661_CRUCE SAN PEDRO - EL CONVENTO,1.7.1. Uso de fuego por transeúntes,215,05,056,05601,Región de Valparaíso,San Antonio,San Antonio,"""2017-02-05T00:00:00.000Z""","""2017-02-07T00:00:00.000Z""",14564.0954552,2147616.96894
135,2016-2017,497_COSMITO LA GREDA IV,2.1.11. Otros intencionales no clasificados,340.7,08,081,08107,Región del Biobío,Penco,Concepción,"""2017-01-25T00:00:00.000Z""","""2017-02-03T00:00:00.000Z""",14331.8645166,3414118.48497
138,2016-2017,75_CERRO CHENA,1.7.1. Uso de fuego por transeúntes,234,13,134,13401,Región Metropolitana de Santiago,San Bernardo,Maipo,"""2016-11-10T00:00:00.000Z""","""2016-11-12T00:00:00.000Z""",11019.9670003,2342873.98969
139,2016-2017,47_CAMINO RUNGUE,1.7.1. Uso de fuego por transeúntes,340,13,133,13303,Región Metropolitana de Santiago,Tiltil,Chacabuco,"""2016-11-02T00:00:00.000Z""","""2016-11-06T00:00:00.000Z""",9076.21723164,3359174.94795
140,2016-2017,430_CAMINO LOS MAITENES,1.7.1. Uso de fuego por transeúntes,230,05,051,05102,Región de Valparaíso,Casablanca,Valparaíso,"""2016-12-21T00:00:00.000Z""","""2016-12-27T00:00:00.000Z""",11219.6106104,2296262.59411
142,2016-2017,83_BATUCO,1.10.5. Soldadura y montaje de estructuras varias (torres de alta tensión  oleoductos  etc.),322.815,13,133,13302,Región Metropolitana de Santiago,Lampa,Chacabuco,"""2016-11-12T00:00:00.000Z""","""2016-11-15T00:00:00.000Z""",23677.9425206,6205651.56122
143,2016-2017,490_ALTO PUCALAN,1.7.1. Uso de fuego por transeúntes,206,05,055,05506,Región de Valparaíso,Nogales,Quillota,"""2017-01-03T00:00:00.000Z""","""2017-01-09T00:00:00.000Z""",19313.0680449,2328637.6435
144,2016-2017,535_ALTO EL YALI,2.1.1. Pirómano (insano mental que disfruta del fuego),211,05,056,05606,Región de Valparaíso,Santo Domingo,San Antonio,"""2017-01-09T00:00:00.000Z""","""2017-01-14T00:00:00.000Z""",11717.9882531,2107975.35667
